id,combFE,fuelCost,cyl,guzzlerBin
20204,18,2050,8,FALSE
20171,18,2050,8,FALSE
20469,30,1200,4,FALSE
20924,46,800,4,FALSE
20755,26,1600,4,FALSE
20147,30,1200,4,FALSE
20149,32,1150,4,FALSE
20156,28,1300,4,FALSE
20170,28,1300,4,FALSE
20150,30,1200,4,FALSE
20148,32,1150,4,FALSE
20158,28,1300,4,FALSE
20167,28,1300,4,FALSE
20396,33,1100,4,FALSE
20397,33,1100,4,FALSE
21262,33,1100,4,FALSE
21263,32,1150,4,FALSE
20757,16,2600,8,TRUE
20758,17,2450,8,TRUE
19795,17,2150,6,FALSE
19793,18,2050,6,FALSE
20550,28,1300,4,FALSE
20612,27,1350,4,FALSE
19690,23,1600,4,FALSE
19574,20,1850,6,FALSE
19696,23,1600,4,FALSE
19538,21,1750,6,FALSE
19794,17,2150,6,FALSE
19792,18,2050,6,FALSE
20043,20,1850,6,FALSE
20181,19,1950,8,FALSE
20165,19,1950,8,FALSE
20966,18,2050,8,FALSE
20231,20,1850,8,FALSE
20119,17,2150,8,FALSE
20166,17,2150,8,FALSE
20179,19,1950,8,FALSE
20163,19,1950,8,FALSE
20047,17,2150,8,FALSE
20180,19,1950,8,FALSE
20164,19,1950,8,FALSE
20048,17,2150,8,FALSE
20943,22,1650,4,FALSE
20948,22,1650,4,FALSE
21177,25,1650,4,FALSE
21168,20,1850,6,FALSE
21122,21,1750,4,FALSE
21179,23,1800,4,FALSE
21170,19,1950,6,FALSE
21172,16,2300,6,FALSE
20285,13,2850,8,FALSE
20286,12,3050,8,FALSE
20862,19,1950,6,FALSE
20214,18,2050,8,FALSE
20207,18,2050,8,FALSE
20251,17,2150,8,FALSE
20233,18,2050,8,FALSE
20127,17,2150,8,FALSE
20176,17,2150,8,FALSE
20184,18,2050,8,FALSE
20175,18,2050,8,FALSE
20126,17,2150,8,FALSE
20183,18,2050,8,FALSE
20174,18,2050,8,FALSE
20239,16,2300,8,FALSE
19830,23,1600,4,FALSE
19771,18,2050,6,FALSE
19848,25,1450,4,FALSE
19770,25,1450,4,FALSE
19768,20,1850,6,FALSE
19653,19,1950,6,FALSE
19652,22,1650,6,FALSE
19884,18,2350,8,FALSE
19953,20,2100,6,FALSE
19956,18,2350,8,FALSE
19954,20,2100,6,FALSE
19955,19,2200,8,FALSE
19662,29,1450,4,FALSE
21285,27,1550,6,FALSE
20015,21,2000,6,FALSE
20014,22,1900,6,FALSE
20010,23,1850,6,FALSE
20009,22,1900,6,FALSE
20864,21,2000,6,FALSE
19526,22,1900,6,FALSE
19527,23,1850,6,FALSE
20328,29,1450,6,FALSE
20327,23,1850,6,FALSE
20313,25,1700,6,FALSE
20386,28,1500,4,FALSE
20312,25,1700,6,FALSE
20456,48,750,4,FALSE
19942,30,1200,4,FALSE
19943,29,1250,4,FALSE
19941,26,1400,4,FALSE
19944,25,1450,6,FALSE
19940,24,1550,6,FALSE
19939,21,1750,6,FALSE
20954,35,1050,4,FALSE
20952,35,1050,4,FALSE
20956,34,1100,4,FALSE
20951,32,1150,4,FALSE
20953,36,1000,4,FALSE
20950,35,1050,4,FALSE
20957,34,1100,4,FALSE
20949,32,1150,4,FALSE
20554,34,1100,4,FALSE
20552,33,1100,4,FALSE
20940,32,1300,4,FALSE
20938,33,1250,4,FALSE
21201,29,1250,4,FALSE
21199,27,1350,4,FALSE
21200,30,1200,4,FALSE
21198,28,1300,4,FALSE
20011,36,1000,4,FALSE
20013,34,1100,4,FALSE
20224,32,1150,4,FALSE
20794,29,1250,4,FALSE
20792,29,1250,4,FALSE
20793,31,1200,4,FALSE
20790,31,1200,4,FALSE
20788,28,1300,4,FALSE
21284,22,1650,6,FALSE
21074,21,1750,6,FALSE
21072,22,1650,6,FALSE
21073,22,1650,6,FALSE
21071,23,1600,6,FALSE
19680,21,1750,6,FALSE
19679,22,1650,6,FALSE
19723,30,1200,4,FALSE
19724,31,1200,4,FALSE
20330,23,1600,6,FALSE
20329,22,1650,6,FALSE
19666,35,1050,4,FALSE
20928,29,1250,4,FALSE
20929,25,1450,4,FALSE
19338,32,1150,4,FALSE
19339,29,1250,4,FALSE
19644,27,1350,4,FALSE
19596,27,1350,4,FALSE
19337,33,1100,4,FALSE
21298,55,650,4,FALSE
21294,58,650,4,FALSE
19344,20,1850,6,FALSE
19343,21,1750,6,FALSE
19325,22,1650,4,FALSE
19376,22,1650,4,FALSE
19324,23,1600,4,FALSE
19375,24,1550,4,FALSE
19327,21,1750,4,FALSE
19326,23,1600,4,FALSE
19346,19,1950,6,FALSE
19345,20,1850,6,FALSE
19745,31,1200,4,FALSE
19812,26,1400,4,FALSE
19738,29,1250,4,FALSE
19905,40,900,4,FALSE
19906,42,900,4,FALSE
19735,24,1550,4,FALSE
19739,28,1300,4,FALSE
19923,25,1450,4,FALSE
19921,23,1600,4,FALSE
19925,27,1350,4,FALSE
19926,28,1300,4,FALSE
19924,27,1350,4,FALSE
19922,26,1400,4,FALSE
20846,31,1200,4,FALSE
20764,29,1250,4,FALSE
20847,30,1200,4,FALSE
20765,28,1300,4,FALSE
21279,29,1400,4,FALSE
19477,20,2100,6,FALSE
19553,23,1850,6,FALSE
19442,19,2200,6,FALSE
19549,23,1850,6,FALSE
19441,19,2200,6,FALSE
19431,18,2350,8,FALSE
19432,18,2350,8,FALSE
19440,21,2000,6,FALSE
19439,21,2000,6,FALSE
19555,22,1900,6,FALSE
19444,18,2350,6,FALSE
19554,22,1900,6,FALSE
19443,18,2350,6,FALSE
21277,36,1150,4,FALSE
19543,24,1750,4,FALSE
19456,24,1750,6,FALSE
21278,34,1200,4,FALSE
19459,23,1850,6,FALSE
21307,35,1200,4,FALSE
19457,23,1850,6,FALSE
21276,34,1200,4,FALSE
19460,23,1850,6,FALSE
19445,21,2000,6,FALSE
19433,18,2350,8,FALSE
19447,20,2100,6,FALSE
19446,21,2000,6,FALSE
19434,18,2350,8,FALSE
19448,20,2100,6,FALSE
19834,22,1900,4,FALSE
21338,24,1700,6,FALSE
21280,19,2200,6,FALSE
21163,16,2600,8,FALSE
19827,24,1750,4,FALSE
19828,23,1850,4,FALSE
21162,16,2600,8,FALSE
21337,24,1700,6,FALSE
21281,19,2200,6,FALSE
21164,16,2600,8,FALSE
20462,23,1600,6,FALSE
20599,32,1150,4,FALSE
19885,28,1300,4,FALSE
19977,28,1300,4,FALSE
20897,27,1350,4,FALSE
20898,26,1400,4,FALSE
20896,28,1300,4,FALSE
20894,27,1350,4,FALSE
20895,25,1450,4,FALSE
20893,28,1300,4,FALSE
19951,20,1850,6,FALSE
19974,18,2350,8,FALSE
21291,49,750,4,FALSE
21305,50,750,4,FALSE
21306,43,850,4,FALSE
21003,31,1200,4,FALSE
21004,25,1450,4,FALSE
21001,28,1300,4,FALSE
21002,29,1250,4,FALSE
20454,42,900,4,FALSE
19712,30,1200,4,FALSE
19713,31,1200,4,FALSE
19720,31,1200,4,FALSE
19623,20,1850,6,FALSE
19621,21,1750,6,FALSE
19622,19,1950,6,FALSE
19627,22,1650,4,FALSE
19634,22,1650,4,FALSE
19631,19,1950,6,FALSE
19633,21,1750,6,FALSE
19629,23,1600,4,FALSE
19630,24,1550,4,FALSE
19632,20,1850,6,FALSE
21154,28,1300,4,FALSE
20795,27,1350,4,FALSE
20796,27,1350,4,FALSE
20826,27,1350,4,FALSE
19381,21,1750,4,FALSE
19377,23,1600,4,FALSE
19379,22,1650,4,FALSE
19378,26,1400,4,FALSE
19382,23,1600,4,FALSE
19380,25,1450,4,FALSE
20876,20,2100,6,FALSE
20877,19,2200,6,FALSE
20210,19,2200,6,FALSE
20138,19,2200,6,FALSE
20139,19,2200,6,FALSE
19671,16,2600,8,TRUE
19670,15,2800,8,TRUE
20157,16,2600,8,FALSE
20169,16,2600,8,FALSE
20151,17,2450,8,TRUE
20155,18,2350,6,FALSE
20154,18,2350,6,FALSE
19709,31,1200,4,FALSE
19710,29,1250,4,FALSE
21330,27,1350,4,FALSE
21329,26,1400,4,FALSE
21159,24,1550,4,FALSE
21160,23,1600,4,FALSE
19865,35,1050,4,FALSE
19864,34,1100,4,FALSE
20228,32,1150,4,FALSE
20227,31,1200,4,FALSE
20241,31,1200,4,FALSE
20240,30,1200,4,FALSE
20264,29,1250,4,FALSE
20269,31,1200,4,FALSE
20135,31,1200,4,FALSE
20344,30,1200,4,FALSE
20243,30,1200,4,FALSE
20265,28,1300,4,FALSE
20065,29,1250,4,FALSE
20064,30,1200,4,FALSE
20063,28,1300,4,FALSE
20275,29,1450,4,FALSE
20331,29,1450,4,FALSE
20912,19,2200,8,FALSE
20911,19,2200,8,FALSE
21131,23,1850,6,FALSE
21133,22,1900,6,FALSE
21132,23,1850,6,FALSE
21124,21,2000,8,FALSE
21192,19,2200,8,FALSE
21125,19,2200,8,FALSE
20708,20,2100,8,FALSE
21193,19,2200,8,FALSE
21126,19,2200,8,FALSE
20366,26,1600,4,FALSE
20364,18,2350,8,FALSE
21134,21,2000,6,FALSE
21042,13,3250,8,FALSE
21066,12,3500,12,FALSE
20367,25,1700,4,FALSE
21202,20,2100,6,FALSE
21130,20,2100,6,FALSE
21363,20,2100,6,FALSE
20545,20,2100,6,FALSE
20538,15,2800,8,FALSE
20541,15,2800,8,FALSE
20539,15,2800,8,FALSE
19646,14,3000,8,FALSE
20687,18,2350,8,FALSE
20686,18,2350,8,FALSE
20766,18,2350,8,FALSE
20279,17,2450,8,TRUE
20770,18,2350,8,FALSE
20798,16,2600,12,TRUE
20277,19,2200,8,FALSE
20721,16,2600,12,TRUE
21094,23,1850,6,FALSE
20638,28,1500,4,FALSE
20917,26,1600,4,FALSE
19815,26,1600,4,FALSE
20509,27,1550,4,FALSE
20916,25,1700,4,FALSE
19731,25,1700,4,FALSE
21039,29,1450,4,FALSE
20986,27,1550,4,FALSE
20984,27,1550,4,FALSE
20771,21,2000,8,FALSE
20772,20,2100,8,FALSE
20088,25,1700,4,FALSE
20089,24,1750,4,FALSE
20296,23,1850,6,FALSE
20297,23,1850,6,FALSE
20298,23,1850,6,FALSE
21485,21,2000,6,FALSE
20362,20,2100,8,FALSE
20381,21,2000,8,FALSE
21270,13,3250,8,FALSE
21365,11,3800,8,FALSE
20838,27,1550,4,FALSE
20869,26,1600,4,FALSE
20415,26,1600,4,FALSE
20452,24,1750,4,FALSE
21252,24,1750,4,FALSE
21251,24,1750,4,FALSE
20425,20,2100,6,FALSE
20553,19,2200,6,FALSE
20548,19,2200,6,FALSE
20546,20,2100,6,FALSE
19647,19,2200,6,FALSE
19730,16,2600,8,FALSE
20784,16,2600,12,TRUE
21090,22,1900,4,FALSE
21097,22,1900,4,FALSE
20997,21,2000,8,FALSE
20299,20,2100,8,FALSE
20768,20,2100,8,FALSE
20767,20,2100,8,FALSE
21014,19,2200,8,FALSE
20783,16,2600,12,TRUE
20870,16,2600,12,TRUE
21081,16,2600,12,TRUE
20268,23,1850,6,FALSE
20278,20,2100,8,FALSE
20510,27,1550,4,FALSE
20580,35,1200,3,FALSE
20583,34,1250,3,FALSE
21228,35,1200,3,FALSE
21207,34,1250,3,FALSE
19993,30,1200,4,FALSE
19992,28,1300,4,FALSE
20008,26,1400,4,FALSE
19347,39,950,3,FALSE
19348,36,1000,3,FALSE
19472,37,1000,3,FALSE
19471,35,1050,3,FALSE
20451,27,1350,4,FALSE
20422,26,1400,4,FALSE
20423,23,1850,6,FALSE
20294,27,1350,4,FALSE
20560,25,1450,4,FALSE
21218,25,1450,4,FALSE
20293,26,1400,4,FALSE
21245,24,1550,4,FALSE
20734,26,1600,4,FALSE
20696,23,1850,6,FALSE
20735,24,1750,4,FALSE
20697,22,1900,6,FALSE
20822,29,1450,6,FALSE
20823,28,1500,6,FALSE
20694,22,1900,6,FALSE
20695,22,1900,6,FALSE
20463,25,1700,4,FALSE
21180,22,1900,6,FALSE
20464,24,1750,4,FALSE
21181,22,1900,6,FALSE
21182,21,2000,6,FALSE
21183,22,1900,6,FALSE
21115,21,2000,6,FALSE
21116,19,2200,8,FALSE
21118,20,2100,6,FALSE
21119,18,2350,8,FALSE
21117,30,1400,6,FALSE
20561,27,1550,4,FALSE
20562,25,1700,4,FALSE
20569,20,2100,6,FALSE
20570,20,2100,6,FALSE
20931,22,1900,6,FALSE
20937,26,1400,4,FALSE
20930,22,1900,6,FALSE
20935,26,1400,4,FALSE
20361,18,2350,6,FALSE
20360,19,2200,6,FALSE
20936,16,2600,8,FALSE
20970,15,2800,8,FALSE
19746,22,1900,6,FALSE
19747,21,2000,6,FALSE
19748,21,2000,6,FALSE
19750,20,2100,6,FALSE
20884,31,1200,4,FALSE
20885,26,1400,6,FALSE
20883,30,1200,4,FALSE
20377,16,2300,8,FALSE
20378,15,2450,8,FALSE
21048,19,1950,4,FALSE
21050,21,1750,4,FALSE
21046,19,1950,6,FALSE
21049,19,1950,6,FALSE
21043,18,2050,6,FALSE
21044,17,2150,6,FALSE
21045,18,2050,6,FALSE
21047,17,2150,6,FALSE
19907,18,2350,6,FALSE
21061,29,1450,4,FALSE
21062,29,1450,4,FALSE
21063,28,1500,4,FALSE
21059,28,1500,4,FALSE
21060,26,1600,4,FALSE
19807,25,1700,6,FALSE
20933,24,1550,6,FALSE
20972,24,1550,6,FALSE
20824,25,1450,4,FALSE
21248,24,1550,4,FALSE
20814,23,1600,6,FALSE
20815,22,1650,6,FALSE
20680,21,1750,6,FALSE
21136,22,1650,6,FALSE
21068,27,1350,4,FALSE
21296,33,1100,4,FALSE
21067,29,1250,4,FALSE
21297,34,1100,4,FALSE
21038,29,1450,4,FALSE
21037,28,1500,4,FALSE
21020,32,1150,4,FALSE
21021,30,1200,4,FALSE
21301,27,1550,4,FALSE
